Title,Story
Frankenstein,partly from curiosity and partly from idleness  i went into the lecturing room  which m. waldman entered shortly after.
Frankenstein,this professor was very unlike his colleague.
Frankenstein,he appeared about fifty years of age  but with an aspect expressive of the greatest benevolence  a few grey hairs covered his temples  but those at the back of his head were nearly black.
Frankenstein,his person was short but remarkably erect and his voice the sweetest i had ever heard.
Frankenstein,he began his lecture by a recapitulation of the history of chemistry and the various improvements made by different men of learning  pronouncing with fervour the names of the most distinguished discoverers.
Frankenstein,he then took a cursory view of the present state of the science and explained many of its elementary terms.
Frankenstein,after having made a few preparatory experiments  he concluded with a panegyric upon modern chemistry  the terms of which i shall never forget      the ancient teachers of this science    said he     promised impossibilities and performed nothing.
Frankenstein,the modern masters promise very little  they know that metals cannot be transmuted and that the elixir of life is a chimera but these philosophers  whose hands seem only made to dabble in dirt  and their eyes to pore over the microscope or crucible  have indeed performed miracles.
Frankenstein,they penetrate into the recesses of nature and show how she works in her hiding places.
Frankenstein,they ascend into the heavens  they have discovered how the blood circulates  and the nature of the air we breathe.
Frankenstein,they have acquired new and almost unlimited powers  they can command the thunders of heaven  mimic the earthquake  and even mock the invisible world with its own shadows.
Frankenstein,such were the professor   s words   rather let me say such the words of the fate   enounced to destroy me.
Frankenstein,as he went on i felt as if my soul were grappling with a palpable enemy  one by one the various keys were touched which formed the mechanism of my being  chord after chord was sounded  and soon my mind was filled with one thought  one conception  one purpose.
Frankenstein,so much has been done  exclaimed the soul of frankenstein   more  far more  will i achieve  treading in the steps already marked  i will pioneer a new way  explore unknown powers  and unfold to the world the deepest mysteries of creation.
Frankenstein,i closed not my eyes that night.
Frankenstein,my internal being was in a state of insurrection and turmoil  i felt that order would thence arise  but i had no power to produce it.
Frankenstein,by degrees  after the morning   s dawn  sleep came.
Frankenstein,i awoke  and my yesternight   s thoughts were as a dream.
Frankenstein,there only remained a resolution to return to my ancient studies and to devote myself to a science for which i believed myself to possess a natural talent.
Frankenstein,on the same day i paid m. waldman a visit.
Frankenstein,his manners in private were even more mild and attractive than in public  for there was a certain dignity in his mien during his lecture which in his own house was replaced by the greatest affability and kindness.
Frankenstein,i gave him pretty nearly the same account of my former pursuits as i had given to his fellow professor.
Frankenstein,he heard with attention the little narration concerning my studies and smiled at the names of cornelius agrippa and paracelsus  but without the contempt that m. krempe had exhibited.
Frankenstein,he said that    these were men to whose indefatigable zeal modern philosophers were indebted for most of the foundations of their knowledge.
Frankenstein,they had left to us  as an easier task  to give new names and arrange in connected classifications the facts which they in a great degree had been the instruments of bringing to light.
Frankenstein,the labours of men of genius  however erroneously directed  scarcely ever fail in ultimately turning to the solid advantage of mankind.
Frankenstein,i listened to his statement  which was delivered without any presumption or affectation  and then added that his lecture had removed my prejudices against modern chemists  i expressed myself in measured terms  with the modesty and deference due from a youth to his instructor  without letting escape  inexperience in life would have made me ashamed  any of the enthusiasm which stimulated my intended labours.
Frankenstein,i requested his advice concerning the books i ought to procure.
Frankenstein,i am happy    said m. waldman     to have gained a disciple  and if your application equals your ability  i have no doubt of your success.
Frankenstein,chemistry is that branch of natural philosophy in which the greatest improvements have been and may be made  it is on that account that i have made it my peculiar study  but at the same time  i have not neglected the other branches of science.
Frankenstein,a man would make but a very sorry chemist if he attended to that department of human knowledge alone.
Frankenstein,if your wish is to become really a man of science and not merely a petty experimentalist  i should advise you to apply to every branch of natural philosophy  including mathematics.
Frankenstein,he then took me into his laboratory and explained to me the uses of his various machines  instructing me as to what i ought to procure and promising me the use of his own when i should have advanced far enough in the science not to derange their mechanism.
Frankenstein,he also gave me the list of books which i had requested  and i took my leave.
Frankenstein,thus ended a day memorable to me  it decided my future destiny.
Frankenstein,from this day natural philosophy  and particularly chemistry  in the most comprehensive sense of the term  became nearly my sole occupation.
Frankenstein,i read with ardour those works  so full of genius and discrimination  which modern inquirers have written on these subjects.
Frankenstein,i attended the lectures and cultivated the acquaintance of the men of science of the university  and i found even in m. krempe a great deal of sound sense and real information  combined  it is true  with a repulsive physiognomy and manners  but not on that account the less valuable.
Frankenstein,in m. waldman i found a true friend.
Frankenstein,his gentleness was never tinged by dogmatism  and his instructions were given with an air of frankness and good nature that banished every idea of pedantry.
Frankenstein,in a thousand ways he smoothed for me the path of knowledge and made the most abstruse inquiries clear and facile to my apprehension.
Frankenstein,my application was at first fluctuating and uncertain  it gained strength as i proceeded and soon became so ardent and eager that the stars often disappeared in the light of morning whilst i was yet engaged in my laboratory.
Frankenstein,as i applied so closely  it may be easily conceived that my progress was rapid.
Frankenstein,my ardour was indeed the astonishment of the students  and my proficiency that of the masters.
Frankenstein,professor krempe often asked me  with a sly smile  how cornelius agrippa went on  whilst m. waldman expressed the most heartfelt exultation in my progress.
Frankenstein,two years passed in this manner  during which i paid no visit to geneva  but was engaged  heart and soul  in the pursuit of some discoveries which i hoped to make.
Frankenstein,none but those who have experienced them can conceive of the enticements of science.
Frankenstein,in other studies you go as far as others have gone before you  and there is nothing more to know  but in a scientific pursuit there is continual food for discovery and wonder.
Frankenstein,a mind of moderate capacity which closely pursues one study must infallibly arrive at great proficiency in that study  and i  who continually sought the attainment of one object of pursuit and was solely wrapped up in this  improved so rapidly that at the end of two years i made some discoveries in the improvement of some chemical instruments  which procured me great esteem and admiration at the university.
Frankenstein,when i had arrived at this point and had become as well acquainted with the theory and practice of natural philosophy as depended on the lessons of any of the professors at ingolstadt  my residence there being no longer conducive to my improvements  i thought of returning to my friends and my native town  when an incident happened that protracted my stay.
Frankenstein,one of the phenomena which had peculiarly attracted my attention was the structure of the human frame  and  indeed  any animal endued with life.
Frankenstein,whence  i often asked myself  did the principle of life proceed  it was a bold question  and one which has ever been considered as a mystery  yet with how many things are we upon the brink of becoming acquainted  if cowardice or carelessness did not restrain our inquiries.
Frankenstein,i revolved these circumstances in my mind and determined thenceforth to apply myself more particularly to those branches of natural philosophy which relate to physiology.
Frankenstein,unless i had been animated by an almost supernatural enthusiasm  my application to this study would have been irksome and almost intolerable.
Frankenstein,to examine the causes of life  we must first have recourse to death.
Frankenstein,i became acquainted with the science of anatomy  but this was not sufficient  i must also observe the natural decay and corruption of the human body.
Frankenstein,in my education my father had taken the greatest precautions that my mind should be impressed with no supernatural horrors.
Frankenstein,i do not ever remember to have trembled at a tale of superstition or to have feared the apparition of a spirit.
Frankenstein,darkness had no effect upon my fancy  and a churchyard was to me merely the receptacle of bodies deprived of life  which  from being the seat of beauty and strength  had become food for the worm.
Frankenstein,now i was led to examine the cause and progress of this decay and forced to spend days and nights in vaults and charnel houses.
Frankenstein,my attention was fixed upon every object the most insupportable to the delicacy of the human feelings.
Frankenstein,i saw how the fine form of man was degraded and wasted  i beheld the corruption of death succeed to the blooming cheek of life  i saw how the worm inherited the wonders of the eye and brain.
Frankenstein,i paused  examining and analysing all the minutiae of causation  as exemplified in the change from life to death  and death to life  until from the midst of this darkness a sudden light broke in upon me   a light so brilliant and wondrous  yet so simple  that while i became dizzy with the immensity of the prospect which it illustrated  i was surprised that among so many men of genius who had directed their inquiries towards the same science  that i alone should be reserved to discover so astonishing a secret.
Frankenstein,remember  i am not recording the vision of a madman.
Frankenstein,the sun does not more certainly shine in the heavens than that which i now affirm is true.
Frankenstein,some miracle might have produced it  yet the stages of the discovery were distinct and probable.
Frankenstein,after days and nights of incredible labour and fatigue  i succeeded in discovering the cause of generation and life  nay  more  i became myself capable of bestowing animation upon lifeless matter.
Frankenstein,the astonishment which i had at first experienced on this discovery soon gave place to delight and rapture.
Frankenstein,after so much time spent in painful labour  to arrive at once at the summit of my desires was the most gratifying consummation of my toils.
Frankenstein,but this discovery was so great and overwhelming that all the steps by which i had been progressively led to it were obliterated  and i beheld only the result.
Frankenstein,what had been the study and desire of the wisest men since the creation of the world was now within my grasp.
Frankenstein,not that  like a magic scene  it all opened upon me at once  the information i had obtained was of a nature rather to direct my endeavours so soon as i should point them towards the object of my search than to exhibit that object already accomplished.
Frankenstein,i was like the arabian who had been buried with the dead and found a passage to life  aided only by one glimmering and seemingly ineffectual light.
Frankenstein,i see by your eagerness and the wonder and hope which your eyes express  my friend  that you expect to be informed of the secret with which i am acquainted  that cannot be  listen patiently until the end of my story  and you will easily perceive why i am reserved upon that subject.
Frankenstein,i will not lead you on  unguarded and ardent as i then was  to your destruction and infallible misery.
Frankenstein,learn from me  if not by my precepts  at least by my example  how dangerous is the acquirement of knowledge and how much happier that man is who believes his native town to be the world  than he who aspires to become greater than his nature will allow.
Frankenstein,when i found so astonishing a power placed within my hands  i hesitated a long time concerning the manner in which i should employ it.
Frankenstein,although i possessed the capacity of bestowing animation  yet to prepare a frame for the reception of it  with all its intricacies of fibres  muscles  and veins  still remained a work of inconceivable difficulty and labour.
Frankenstein,i doubted at first whether i should attempt the creation of a being like myself  or one of simpler organization  but my imagination was too much exalted by my first success to permit me to doubt of my ability to give life to an animal as complex and wonderful as man.
Frankenstein,the materials at present within my command hardly appeared adequate to so arduous an undertaking  but i doubted not that i should ultimately succeed.
Frankenstein,i prepared myself for a multitude of reverses  my operations might be incessantly baffled  and at last my work be imperfect  yet when i considered the improvement which every day takes place in science and mechanics  i was encouraged to hope my present attempts would at least lay the foundations of future success.
Frankenstein,nor could i consider the magnitude and complexity of my plan as any argument of its impracticability.
Frankenstein,it was with these feelings that i began the creation of a human being.
Frankenstein,as the minuteness of the parts formed a great hindrance to my speed  i resolved  contrary to my first intention  to make the being of a gigantic stature  that is to say  about eight feet in height  and proportionably large.
Frankenstein,after having formed this determination and having spent some months in successfully collecting and arranging my materials  i began.
Frankenstein,no one can conceive the variety of feelings which bore me onwards  like a hurricane  in the first enthusiasm of success.
Frankenstein,life and death appeared to me ideal bounds  which i should first break through  and pour a torrent of light into our dark world.
Frankenstein,a new species would bless me as its creator and source  many happy and excellent natures would owe their being to me.
Frankenstein,no father could claim the gratitude of his child so completely as i should deserve theirs.
Frankenstein,pursuing these reflections  i thought that if i could bestow animation upon lifeless matter  i might in process of time  although i now found it impossible  renew life where death had apparently devoted the body to corruption.
Frankenstein,these thoughts supported my spirits  while i pursued my undertaking with unremitting ardour.
Frankenstein,my cheek had grown pale with study  and my person had become emaciated with confinement.
Frankenstein,sometimes  on the very brink of certainty  i failed  yet still i clung to the hope which the next day or the next hour might realise.
Frankenstein,one secret which i alone possessed was the hope to which i had dedicated myself  and the moon gazed on my midnight labours  while  with unrelaxed and breathless eagerness  i pursued nature to her hiding places.
Frankenstein,who shall conceive the horrors of my secret toil as i dabbled among the unhallowed damps of the grave or tortured the living animal to animate the lifeless clay  my limbs now tremble  and my eyes swim with the remembrance  but then a resistless and almost frantic impulse urged me forward  i seemed to have lost all soul or sensation but for this one pursuit.
Frankenstein,it was indeed but a passing trance  that only made me feel with renewed acuteness so soon as  the unnatural stimulus ceasing to operate  i had returned to my old habits.
Frankenstein,i collected bones from charnel houses and disturbed  with profane fingers  the tremendous secrets of the human frame.
Frankenstein,in a solitary chamber  or rather cell  at the top of the house  and separated from all the other apartments by a gallery and staircase  i kept my workshop of filthy creation  my eyeballs were starting from their sockets in attending to the details of my employment.
Frankenstein,the dissecting room and the slaughter house furnished many of my materials  and often did my human nature turn with loathing from my occupation  whilst  still urged on by an eagerness which perpetually increased  i brought my work near to a conclusion.
Frankenstein,the summer months passed while i was thus engaged  heart and soul  in one pursuit.
Frankenstein,it was a most beautiful season  never did the fields bestow a more plentiful harvest or the vines yield a more luxuriant vintage  but my eyes were insensible to the charms of nature.
Frankenstein,and the same feelings which made me neglect the scenes around me caused me also to forget those friends who were so many miles absent  and whom i had not seen for so long a time.
Frankenstein,i knew my silence disquieted them  and i well remembered the words of my father     i know that while you are pleased with yourself you will think of us with affection  and we shall hear regularly from you.
Frankenstein,you must pardon me if i regard any interruption in your correspondence as a proof that your other duties are equally neglected.
Frankenstein,i knew well therefore what would be my father   s feelings  but i could not tear my thoughts from my employment  loathsome in itself  but which had taken an irresistible hold of my imagination.
Frankenstein,i wished  as it were  to procrastinate all that related to my feelings of affection until the great object  which swallowed up every habit of my nature  should be completed.
Frankenstein,i then thought that my father would be unjust if he ascribed my neglect to vice or faultiness on my part  but i am now convinced that he was justified in conceiving that i should not be altogether free from blame.
Frankenstein,a human being in perfection ought always to preserve a calm and peaceful mind and never to allow passion or a transitory desire to disturb his tranquillity.
Frankenstein,i do not think that the pursuit of knowledge is an exception to this rule.
Frankenstein,if the study to which you apply yourself has a tendency to weaken your affections and to destroy your taste for those simple pleasures in which no alloy can possibly mix  then that study is certainly unlawful  that is to say  not befitting the human mind.
Frankenstein,if this rule were always observed  if no man allowed any pursuit whatsoever to interfere with the tranquillity of his domestic affections  greece had not been enslaved  c  sar would have spared his country  america would have been discovered more gradually  and the empires of mexico and peru had not been destroyed.
Frankenstein,but i forget that i am moralizing in the most interesting part of my tale  and your looks remind me to proceed.
Frankenstein,my father made no reproach in his letters and only took notice of my silence by inquiring into my occupations more particularly than before.
Frankenstein,winter  spring  and summer passed away during my labours  but i did not watch the blossom or the expanding leaves   sights which before always yielded me supreme delight   so deeply was i engrossed in my occupation.
Frankenstein,the leaves of that year had withered before my work drew near to a close  and now every day showed me more plainly how well i had succeeded.
Frankenstein,but my enthusiasm was checked by my anxiety  and i appeared rather like one doomed by slavery to toil in the mines  or any other unwholesome trade than an artist occupied by his favourite employment.
Frankenstein,every night i was oppressed by a slow fever  and i became nervous to a most painful degree  the fall of a leaf startled me  and i shunned my fellow creatures as if i had been guilty of a crime.
Frankenstein,sometimes i grew alarmed at the wreck i perceived that i had become  the energy of my purpose alone sustained me  my labours would soon end  and i believed that exercise and amusement would then drive away incipient disease  and i promised myself both of these when my creation should be complete.
Frankenstein,it was on a dreary night of november that i beheld the accomplishment of my toils.
Frankenstein,with an anxiety that almost amounted to agony  i collected the instruments of life around me  that i might infuse a spark of being into the lifeless thing that lay at my feet.
Frankenstein,it was already one in the morning  the rain pattered dismally against the panes  and my candle was nearly burnt out  when  by the glimmer of the half extinguished light  i saw the dull yellow eye of the creature open  it breathed hard  and a convulsive motion agitated its limbs.
Frankenstein,how can i describe my emotions at this catastrophe  or how delineate the wretch whom with such infinite pains and care i had endeavoured to form  his limbs were in proportion  and i had selected his features as beautiful.
Frankenstein,beautiful  great god  his yellow skin scarcely covered the work of muscles and arteries beneath  his hair was of a lustrous black  and flowing  his teeth of a pearly whiteness  but these luxuriances only formed a more horrid contrast with his watery eyes  that seemed almost of the same colour as the dun white sockets in which they were set  his shrivelled complexion and straight black lips.
Frankenstein,the different accidents of life are not so changeable as the feelings of human nature.
Frankenstein,i had worked hard for nearly two years  for the sole purpose of infusing life into an inanimate body.
Frankenstein,for this i had deprived myself of rest and health.
Frankenstein,i had desired it with an ardour that far exceeded moderation  but now that i had finished  the beauty of the dream vanished  and breathless horror and disgust filled my heart.
Frankenstein,unable to endure the aspect of the being i had created  i rushed out of the room and continued a long time traversing my bed chamber  unable to compose my mind to sleep.
Frankenstein,at length lassitude succeeded to the tumult i had before endured  and i threw myself on the bed in my clothes  endeavouring to seek a few moments of forgetfulness.
Frankenstein,but it was in vain  i slept  indeed  but i was disturbed by the wildest dreams.
Frankenstein,i thought i saw elizabeth  in the bloom of health  walking in the streets of ingolstadt.
Frankenstein,delighted and surprised  i embraced her  but as i imprinted the first kiss on her lips  they became livid with the hue of death  her features appeared to change  and i thought that i held the corpse of my dead mother in my arms  a shroud enveloped her form  and i saw the grave worms crawling in the folds of the flannel.
Frankenstein,i started from my sleep with horror  a cold dew covered my forehead  my teeth chattered  and every limb became convulsed  when  by the dim and yellow light of the moon  as it forced its way through the window shutters  i beheld the wretch   the miserable monster whom i had created.
Frankenstein,he held up the curtain of the bed  and his eyes  if eyes they may be called  were fixed on me.
Frankenstein,his jaws opened  and he muttered some inarticulate sounds  while a grin wrinkled his cheeks.
Frankenstein,he might have spoken  but i did not hear  one hand was stretched out  seemingly to detain me  but i escaped and rushed downstairs.
Frankenstein,i took refuge in the courtyard belonging to the house which i inhabited  where i remained during the rest of the night  walking up and down in the greatest agitation  listening attentively  catching and fearing each sound as if it were to announce the approach of the demoniacal corpse to which i had so miserably given life.
Frankenstein,oh  no mortal could support the horror of that countenance.
Frankenstein,a mummy again endued with animation could not be so hideous as that wretch.
Frankenstein,i had gazed on him while unfinished  he was ugly then  but when those muscles and joints were rendered capable of motion  it became a thing such as even dante could not have conceived.
Frankenstein,i passed the night wretchedly.
Frankenstein,sometimes my pulse beat so quickly and hardly that i felt the palpitation of every artery  at others  i nearly sank to the ground through languor and extreme weakness.
Frankenstein,mingled with this horror  i felt the bitterness of disappointment  dreams that had been my food and pleasant rest for so long a space were now become a hell to me  and the change was so rapid  the overthrow so complete   morning  dismal and wet  at length dawned and discovered to my sleepless and aching eyes the church of ingolstadt  its white steeple and clock  which indicated the sixth hour.
Frankenstein,the porter opened the gates of the court  which had that night been my asylum  and i issued into the streets  pacing them with quick steps  as if i sought to avoid the wretch whom i feared every turning of the street would present to my view.
Frankenstein,i did not dare return to the apartment which i inhabited  but felt impelled to hurry on  although drenched by the rain which poured from a black and comfortless sky.
Frankenstein,i continued walking in this manner for some time  endeavouring by bodily exercise to ease the load that weighed upon my mind.
Frankenstein,i traversed the streets without any clear conception of where i was or what i was doing.
Frankenstein,my heart palpitated in the sickness of fear  and i hurried on with irregular steps  not daring to look about me   like one who  on a lonely road  doth walk in fear and dread  and  having once turned round  walks on  and turns no more his head  because he knows a frightful fiend doth close behind him tread.
Frankenstein,coleridge   s    ancient mariner.
Frankenstein,continuing thus  i came at length opposite to the inn at which the various diligences and carriages usually stopped.
Frankenstein,here i paused  i knew not why  but i remained some minutes with my eyes fixed on a coach that was coming towards me from the other end of the street.
Frankenstein,as it drew nearer i observed that it was the swiss diligence  it stopped just where i was standing  and on the door being opened  i perceived henry clerval  who  on seeing me  instantly sprung out.
Frankenstein,my dear frankenstein    exclaimed he     how glad i am to see you  how fortunate that you should be here at the very moment of my alighting     nothing could equal my delight on seeing clerval  his presence brought back to my thoughts my father  elizabeth  and all those scenes of home so dear to my recollection.
Frankenstein,i grasped his hand  and in a moment forgot my horror and misfortune  i felt suddenly  and for the first time during many months  calm and serene joy.
Frankenstein,i welcomed my friend  therefore  in the most cordial manner  and we walked towards my college.
Frankenstein,clerval continued talking for some time about our mutual friends and his own good fortune in being permitted to come to ingolstadt.
Frankenstein,you may easily believe    said he     how great was the difficulty to persuade my father that all necessary knowledge was not comprised in the noble art of book keeping  and  indeed  i believe i left him incredulous to the last  for his constant answer to my unwearied entreaties was the same as that of the dutch schoolmaster in the vicar of wakefield     i have ten thousand florins a year without greek  i eat heartily without greek.
Frankenstein,but his affection for me at length overcame his dislike of learning  and he has permitted me to undertake a voyage of discovery to the land of knowledge.
Frankenstein,it gives me the greatest delight to see you  but tell me how you left my father  brothers  and elizabeth.
Frankenstein,very well  and very happy  only a little uneasy that they hear from you so seldom.
Frankenstein,by the by  i mean to lecture you a little upon their account myself.
Frankenstein,but  my dear frankenstein    continued he  stopping short and gazing full in my face     i did not before remark how very ill you appear  so thin and pale  you look as if you had been watching for several nights.
Frankenstein,you have guessed right  i have lately been so deeply engaged in one occupation that i have not allowed myself sufficient rest  as you see  but i hope  i sincerely hope  that all these employments are now at an end and that i am at length free.
Frankenstein,i trembled excessively  i could not endure to think of  and far less to allude to  the occurrences of the preceding night.
Frankenstein,i walked with a quick pace  and we soon arrived at my college.
Frankenstein,i then reflected  and the thought made me shiver  that the creature whom i had left in my apartment might still be there  alive and walking about.
Frankenstein,i dreaded to behold this monster  but i feared still more that henry should see him.
Frankenstein,entreating him  therefore  to remain a few minutes at the bottom of the stairs  i darted up towards my own room.
Frankenstein,my hand was already on the lock of the door before i recollected myself.
Frankenstein,i then paused  and a cold shivering came over me.
Frankenstein,i threw the door forcibly open  as children are accustomed to do when they expect a spectre to stand in waiting for them on the other side  but nothing appeared.
Frankenstein,i stepped fearfully in  the apartment was empty  and my bedroom was also freed from its hideous guest.
Frankenstein,i could hardly believe that so great a good fortune could have befallen me  but when i became assured that my enemy had indeed fled  i clapped my hands for joy and ran down to clerval.
Frankenstein,we ascended into my room  and the servant presently brought breakfast  but i was unable to contain myself.
Frankenstein,it was not joy only that possessed me  i felt my flesh tingle with excess of sensitiveness  and my pulse beat rapidly.
Frankenstein,i was unable to remain for a single instant in the same place  i jumped over the chairs  clapped my hands  and laughed aloud.
Frankenstein,clerval at first attributed my unusual spirits to joy on his arrival  but when he observed me more attentively  he saw a wildness in my eyes for which he could not account  and my loud  unrestrained  heartless laughter frightened and astonished him.
Frankenstein,my dear victor    cried he     what  for god   s sake  is the matter  do not laugh in that manner.
Frankenstein,how ill you are  what is the cause of all this        do not ask me    cried i  putting my hands before my eyes  for i thought i saw the dreaded spectre glide into the room     he can tell.
Frankenstein,oh  save me  save me    i imagined that the monster seized me  i struggled furiously and fell down in a fit.
Frankenstein,poor clerval  what must have been his feelings  a meeting  which he anticipated with such joy  so strangely turned to bitterness.
Frankenstein,but i was not the witness of his grief  for i was lifeless and did not recover my senses for a long  long time.
Frankenstein,this was the commencement of a nervous fever which confined me for several months.
Frankenstein,during all that time henry was my only nurse.
Frankenstein,i afterwards learned that  knowing my father   s advanced age and unfitness for so long a journey  and how wretched my sickness would make elizabeth  he spared them this grief by concealing the extent of my disorder.
Frankenstein,he knew that i could not have a more kind and attentive nurse than himself  and  firm in the hope he felt of my recovery  he did not doubt that  instead of doing harm  he performed the kindest action that he could towards them.
Frankenstein,but i was in reality very ill  and surely nothing but the unbounded and unremitting attentions of my friend could have restored me to life.
Frankenstein,the form of the monster on whom i had bestowed existence was for ever before my eyes  and i raved incessantly concerning him.
Frankenstein,doubtless my words surprised henry  he at first believed them to be the wanderings of my disturbed imagination  but the pertinacity with which i continually recurred to the same subject persuaded him that my disorder indeed owed its origin to some uncommon and terrible event.
Frankenstein,by very slow degrees  and with frequent relapses that alarmed and grieved my friend  i recovered.
Frankenstein,i remember the first time i became capable of observing outward objects with any kind of pleasure  i perceived that the fallen leaves had disappeared and that the young buds were shooting forth from the trees that shaded my window.
Frankenstein,it was a divine spring  and the season contributed greatly to my convalescence.
Frankenstein,i felt also sentiments of joy and affection revive in my bosom  my gloom disappeared  and in a short time i became as cheerful as before i was attacked by the fatal passion.
Frankenstein,dearest clerval    exclaimed i     how kind  how very good you are to me.
Frankenstein,this whole winter  instead of being spent in study  as you promised yourself  has been consumed in my sick room.
Frankenstein,how shall i ever repay you  i feel the greatest remorse for the disappointment of which i have been the occasion  but you will forgive me.
Frankenstein,you will repay me entirely if you do not discompose yourself  but get well as fast as you can  and since you appear in such good spirits  i may speak to you on one subject  may i not     i trembled.
Frankenstein,one subject  what could it be  could he allude to an object on whom i dared not even think      compose yourself    said clerval  who observed my change of colour     i will not mention it if it agitates you  but your father and cousin would be very happy if they received a letter from you in your own handwriting.
Frankenstein,they hardly know how ill you have been and are uneasy at your long silence.
Frankenstein,is that all  my dear henry  how could you suppose that my first thought would not fly towards those dear  dear friends whom i love and who are so deserving of my love        if this is your present temper  my friend  you will perhaps be glad to see a letter that has been lying here some days for you  it is from your cousin  i believe.
Frankenstein,clerval then put the following letter into my hands.
Frankenstein,it was from my own elizabeth      my dearest cousin      you have been ill  very ill  and even the constant letters of dear kind henry are not sufficient to reassure me on your account.
Frankenstein,you are forbidden to write   to hold a pen  yet one word from you  dear victor  is necessary to calm our apprehensions.
Frankenstein,for a long time i have thought that each post would bring this line  and my persuasions have restrained my uncle from undertaking a journey to ingolstadt.
Frankenstein,i have prevented his encountering the inconveniences and perhaps dangers of so long a journey  yet how often have i regretted not being able to perform it myself  i figure to myself that the task of attending on your sickbed has devolved on some mercenary old nurse  who could never guess your wishes nor minister to them with the care and affection of your poor cousin.
Frankenstein,yet that is over now  clerval writes that indeed you are getting better.
Frankenstein,i eagerly hope that you will confirm this intelligence soon in your own handwriting.
Frankenstein,get well   and return to us.
Frankenstein,you will find a happy  cheerful home and friends who love you dearly.
Frankenstein,your father   s health is vigorous  and he asks but to see you  but to be assured that you are well  and not a care will ever cloud his benevolent countenance.
Frankenstein,how pleased you would be to remark the improvement of our ernest  he is now sixteen and full of activity and spirit.
Frankenstein,he is desirous to be a true swiss and to enter into foreign service  but we cannot part with him  at least until his elder brother returns to us.
Frankenstein,my uncle is not pleased with the idea of a military career in a distant country  but ernest never had your powers of application.
Frankenstein,he looks upon study as an odious fetter  his time is spent in the open air  climbing the hills or rowing on the lake.
Frankenstein,i fear that he will become an idler unless we yield the point and permit him to enter on the profession which he has selected.
Frankenstein,little alteration  except the growth of our dear children  has taken place since you left us.
Frankenstein,the blue lake and snow clad mountains   they never change  and i think our placid home and our contented hearts are regulated by the same immutable laws.
Frankenstein,my trifling occupations take up my time and amuse me  and i am rewarded for any exertions by seeing none but happy  kind faces around me.
Frankenstein,since you left us  but one change has taken place in our little household.
Frankenstein,do you remember on what occasion justine moritz entered our family  probably you do not  i will relate her history  therefore in a few words.
Frankenstein,madame moritz  her mother  was a widow with four children  of whom justine was the third.
Frankenstein,this girl had always been the favourite of her father  but through a strange perversity  her mother could not endure her  and after the death of m. moritz  treated her very ill. my aunt observed this  and when justine was twelve years of age  prevailed on her mother to allow her to live at our house.
Frankenstein,the republican institutions of our country have produced simpler and happier manners than those which prevail in the great monarchies that surround it.
Frankenstein,hence there is less distinction between the several classes of its inhabitants  and the lower orders  being neither so poor nor so despised  their manners are more refined and moral.
Frankenstein,a servant in geneva does not mean the same thing as a servant in france and england.
Frankenstein,justine  thus received in our family  learned the duties of a servant  a condition which  in our fortunate country  does not include the idea of ignorance and a sacrifice of the dignity of a human being.
Frankenstein,justine  you may remember  was a great favourite of yours  and i recollect you once remarked that if you were in an ill humour  one glance from justine could dissipate it  for the same reason that ariosto gives concerning the beauty of angelica   she looked so frank hearted and happy.
Frankenstein,my aunt conceived a great attachment for her  by which she was induced to give her an education superior to that which she had at first intended.
Frankenstein,this benefit was fully repaid  justine was the most grateful little creature in the world  i do not mean that she made any professions i never heard one pass her lips  but you could see by her eyes that she almost adored her protectress.
Frankenstein,although her disposition was gay and in many respects inconsiderate  yet she paid the greatest attention to every gesture of my aunt.
Frankenstein,she thought her the model of all excellence and endeavoured to imitate her phraseology and manners  so that even now she often reminds me of her.
Frankenstein,when my dearest aunt died every one was too much occupied in their own grief to notice poor justine  who had attended her during her illness with the most anxious affection.
Frankenstein,poor justine was very ill  but other trials were reserved for her.
Frankenstein,one by one  her brothers and sister died  and her mother  with the exception of her neglected daughter  was left childless.
Frankenstein,the conscience of the woman was troubled  she began to think that the deaths of her favourites was a judgement from heaven to chastise her partiality.
Frankenstein,she was a roman catholic  and i believe her confessor confirmed the idea which she had conceived.
Frankenstein,accordingly  a few months after your departure for ingolstadt  justine was called home by her repentant mother.
Frankenstein,poor girl  she wept when she quitted our house  she was much altered since the death of my aunt  grief had given softness and a winning mildness to her manners  which had before been remarkable for vivacity.
Frankenstein,nor was her residence at her mother   s house of a nature to restore her gaiety.
Frankenstein,the poor woman was very vacillating in her repentance.
Frankenstein,she sometimes begged justine to forgive her unkindness  but much oftener accused her of having caused the deaths of her brothers and sister.
Frankenstein,perpetual fretting at length threw madame moritz into a decline  which at first increased her irritability  but she is now at peace for ever.
Frankenstein,she died on the first approach of cold weather  at the beginning of this last winter.
Frankenstein,justine has just returned to us  and i assure you i love her tenderly.
Frankenstein,she is very clever and gentle  and extremely pretty  as i mentioned before  her mien and her expression continually remind me of my dear aunt.
Frankenstein,i must say also a few words to you  my dear cousin  of little darling william.
Frankenstein,i wish you could see him  he is very tall of his age  with sweet laughing blue eyes  dark eyelashes  and curling hair.
Frankenstein,when he smiles  two little dimples appear on each cheek  which are rosy with health.
Frankenstein,he has already had one or two little wives  but louisa biron is his favourite  a pretty little girl of five years of age.
